Original Title,Closest 1,Closest 2,Closest 3,doi,Article_ID
kwartalnik naukowy fides et ratio porozumiewanie się dialog komunikacja ujęcie integralne,Kwartalnik Naukowy Fides et Ratio,Kwartalnik Historii Żydow-Jewish History Quarterly,"Kwartalnik Stowarzyszenia Sędziów Polskich Iustitia""""",empty,6.17E+18
landscape and urban planning,LANDSCAPE AND URBAN PLANNING,Urban Planning,Landscape Journal,https://doi.org/10.1016/j.landurbplan.2020.103910,10-1016_j-landurbplan-2020-103910
language acquisition,Language Acquisition,LANGUAGE & COMMUNICATION,Language and Cognition,https://doi.org/10.1080/10489223.2016.1179744,10-1080_10489223-2016-1179744
language learning,LANGUAGE LEARNING,Language Teaching,Language Testing,https://doi.org/10.1111/lang.12390,10-1111_lang-12390
language studies working papers,LANGUAGE SCIENCES,Language and Linguistics,Language Teaching Research,empty,-4.55E+18
learning and instruction,LEARNING AND INSTRUCTION,LEARNING AND MOTIVATION,COGNITION AND INSTRUCTION,https://doi.org/10.1016/j.learninstruc.2021.101576,10-1016_j-learninstruc-2021-101576
legal and criminological psychology,LEGAL AND CRIMINOLOGICAL PSYCHOLOGY,ECOLOGICAL PSYCHOLOGY,Journal of Criminal Psychology,https://doi.org/10.1111/lcrp.12116,10-1111_lcrp-12116
lekarz rodzinny,Lekarz Wojskowy,War & Society,Law & Policy,empty,-9.26E+17
life,eLife,Rice,GFF,https://doi.org/10.3390/life11111278,10-3390_life11111278
logic journal of the igpl,LOGIC JOURNAL OF THE IGPL,JOURNAL OF THE ACM,JOURNAL OF THE WEST,https://doi.org/10.1093/jigpal/jzz037,10-1093_jigpal_jzz037
logic and logical philosophy,Logic and Logical Philosophy,RADICAL PHILOSOPHY,LAW AND PHILOSOPHY,https://doi.org/10.12775/llp.2018.015,10-12775_llp-2018-015
logical investigations,Digital Investigation,IMMUNOLOGICAL INVESTIGATIONS,PHILOSOPHICAL INVESTIGATIONS,https://doi.org/10.21146/2074-1472-2020-26-2-106-115,10-21146_2074-1472-2020-26-2-106-115
logopedia  ,Logopedia,GeoMedia,COPEIA,https://doi.org/10.24335/s15q-vj45,10-24335_s15q-vj45
lurian journal,Design Journal,London Journal,KOREA JOURNAL,empty,3.10E+18
magnetic resonance imaging,MAGNETIC RESONANCE IMAGING,Magnetic Resonance Insights,MAGNETIC RESONANCE IN MEDICINE,https://doi.org/10.1016/j.mri.2020.10.013,10-1016_j-mri-2020-10-013
measurement instruments for the social sciences,Humanities and Social Sciences,AMERICAN JOURNAL OF THE MEDICAL SCIENCES,PHILOSOPHY OF THE SOCIAL SCIENCES,https://doi.org/10.1186/s42409-020-00017-0,10-1186_s42409-020-00017-0
med ogólna nauki zdr,Filozofia Nauki,Medicina Balear,Medyczna Wokanda,https://doi.org/10.26444/monz/119489,10-26444_monz_119489
media  biznes  kultura dziennikarstwo i komunikacja spoleczna,Media - Biznes - Kultura. Dziennikarstwo i komunikacja spoleczna,Media - Kultura - Komunikacja Społ.,Spoleczeństwo kultura wartości. Studium społeczne,https://doi.org/10.4467/25442554.mbk.17.004.7651,10-4467_25442554-mbk-17-004-7651
medical decision making,MEDICAL DECISION MAKING,Medical Education Online,Judgment and Decision Making,https://doi.org/10.1177/0272989x19844744,10-1177_0272989x19844744
medical hypotheses,MEDICAL HYPOTHESES,Dental Hypotheses,MEDICAL PHYSICS,https://doi.org/10.1016/j.mehy.2020.110435,10-1016_j-mehy-2020-110435
medical principles and practice,MEDICAL PRINCIPLES AND PRACTICE,Clinics and Practice,Regional Science Policy and Practice,https://doi.org/10.1159/000516181,10-1159_000516181
medical problems of performing artists,MEDICAL PROBLEMS OF PERFORMING ARTISTS,Health Problems of Civilization,MATHEMATICAL PROBLEMS IN ENGINEERING,https://doi.org/10.21091/mppa.2017.3029,10-21091_mppa-2017-3029
medical science pulse,Medical Science Pulse,Medical Science,MEDICAL SCIENCE MONITOR,https://doi.org/10.5604/01.3001.0012.1164,10-5604_01-3001-0012-1164
medical studies,AFRICAN STUDIES,Legal Studies,REGIONAL STUDIES,empty,-8.16E+18
medicina,MEDICINE,Meridiana,Medioevo,https://doi.org/10.3390/medicina55060258,10-3390_medicina55060258
medicine  science in sports  exercise,MEDICINE AND SCIENCE IN SPORTS AND EXERCISE,MEDICINE SCIENCE AND THE LAW,CLINICS IN SPORTS MEDICINE,https://doi.org/10.1249/01.mss.0000677184.87047.54,10-1249_01-mss-0000677184-87047-54
medycyna paliatywna w praktyce,Medycyna Praktyczna,Medycyna Paliatywna-Palliative Medicine,MEDYCYNA PRACY,empty,-5.42E+18
medycyna pracy ,MEDYCYNA PRACY,Medycyna Praktyczna,Medycyna Sportowa,empty,3.07E+18
medycyna sportowa,Medycyna Sportowa,MEDYCYNA PRACY,Medyczna Wokanda,empty,6.71E+18
memory,MEMORY,MEMO,Metro,https://doi.org/10.1080/09658211.2016.1219750,10-1080_09658211-2016-1219750
memory and cognition,MEMORY & COGNITION,BRAIN AND COGNITION,Language and Cognition,https://doi.org/10.3758/s13421-018-0838-0,10-3758_s13421-018-0838-0
men disability society,DISABILITY & SOCIETY,Hospitality & Society,Medicine Law & Society,https://doi.org/10.5604/01.3001.0013.7573,10-5604_01-3001-0013-7573
mental health and physical activity,Mental Health and Physical Activity,JOURNAL OF AGING AND PHYSICAL ACTIVITY,Mental Health and Social Inclusion,https://doi.org/10.1016/j.mhpa.2019.03.002,10-1016_j-mhpa-2019-03-002
metacognition and learning,Metacognition and Learning,Vocations and Learning,Education and Training,https://doi.org/10.1007/s11409-020-09236-6,10-1007_s11409-020-09236-6
methodsx,MethodsX,METHODS,ETHOS,https://doi.org/10.1016/j.mex.2019.06.003,10-1016_j-mex-2019-06-003
midwifery,MIDWIFERY,Medioevo,Medwave,https://doi.org/10.1016/j.midw.2020.102905,10-1016_j-midw-2020-102905
mindfulness,Mindfulness,Indonesia,MOLECULES,https://doi.org/10.1007/s12671-020-01314-9,10-1007_s12671-020-01314-9
molecular genetics  genomic medicine,Molecular Genetics & Genomic Medicine,MOLECULAR GENETICS AND GENOMICS,MOLECULAR ASPECTS OF MEDICINE,https://doi.org/10.1002/mgg3.1356,10-1002_mgg3-1356
molecular neurobiology,MOLECULAR NEUROBIOLOGY,MOLECULAR MICROBIOLOGY,MOLECULAR BIOLOGY,https://doi.org/10.1007/s12035-017-0708-y,10-1007_s12035-017-0708-y
molecular psychiatry,MOLECULAR PSYCHIATRY,Minerva Psychiatry,World Psychiatry,https://doi.org/10.1038/s41380-020-00983-1,10-1038_s41380-020-00983-1
motivation science,IRRIGATION SCIENCE,Lubrication Science,CONNECTION SCIENCE,https://doi.org/10.1037/mot0000245,10-1037_mot0000245
motivation and emotion,MOTIVATION AND EMOTION,COGNITION & EMOTION,Collection and Curation,https://doi.org/10.1007/s11031-021-09897-z,10-1007_s11031-021-09897-z
multidisciplinary journal of school education,Multidisciplinary Journal of School Education,INTERNATIONAL JOURNAL OF SCIENCE EDUCATION,International Journal of Ethics Education,https://doi.org/10.35765/mjse.2021.1020.11,10-35765_mjse-2021-1020-11
music  science,Medical Science,Design Science,Mining Science,https://doi.org/10.1177/20592043211057217,10-1177_20592043211057217
musicae scientiae,MUSICAE SCIENTIAE,ius et scientia,Medical Science,https://doi.org/10.1177/1029864918822138,10-1177_1029864918822138
new ideas in psychology,NEW IDEAS IN PSYCHOLOGY,Frontiers in Psychology,MEDIA PSYCHOLOGY,https://doi.org/10.1016/j.newideapsych.2019.100748,10-1016_j-newideapsych-2019-100748
new media  society,NEW MEDIA & SOCIETY,Social Media + Society,GENDER & SOCIETY,https://doi.org/10.1177/1461444820954199,10-1177_1461444820954199
niebieska linia dwumiesięcznik poświęcony problematyce przemocy,Revista Latinoamericana de Poblacion,Studies in American Indian Literatures,Studies in American Jewish Literature,empty,-7.97E+16
nature,NATURE,NATION,Gesture,https://doi.org/10.1038/543481a,10-1038_543481a
nature climate change,Nature Climate Change,Journal of Climate Change,NATURE MATERIALS,https://doi.org/10.1038/s41558-020-00930-6,10-1038_s41558-020-00930-6
nature communications,Nature Communications,Cancer Communications,IET Communications,https://doi.org/10.1038/s41467-021-25207-0,10-1038_s41467-021-25207-0
nature human behaviour,Nature Human Behaviour,LAW AND HUMAN BEHAVIOR,ANIMAL BEHAVIOUR,https://doi.org/10.1038/s41562-020-01007-2,10-1038_s41562-020-01007-2
nauka,Nauka,AUK,NANO,empty,-4.44E+18
nefrologia i dializoterapia polska,Neurologia i Neurochirurgia Polska,Resocjalizacja Polska,NEUROLOGIA MEDICO-CHIRURGICA,empty,-2.51E+18
neuroimage,NEUROIMAGE,NEUROCASE,NEUROLOGY,https://doi.org/10.1016/j.neuroimage.2020.117613,10-1016_j-neuroimage-2020-117613
neuroimage clinical,NeuroImage-Clinical,NEUROLOGIC CLINICS,MEDICINA CLINICA,https://doi.org/10.1016/j.nicl.2017.06.005,10-1016_j-nicl-2017-06-005
neurorehabilitation,NEUROREHABILITATION,REHABILITATION,JOURNAL OF REHABILITATION,https://doi.org/10.3233/nre-192951,10-3233_nre-192951
neurodegener dis print,Neurodegenerative Diseases,NEUROSCIENTIST,NEUROSCIENCE RESEARCH,https://doi.org/10.1159/000464377,10-1159_000464377
neuroendocrinology letters,NEUROENDOCRINOLOGY LETTERS,NEUROENDOCRINOLOGY,Ethnobiology Letters,empty,3.45E+18
neurological sciences,NEUROLOGICAL SCIENCES,Urological Science,TOXICOLOGICAL SCIENCES,https://doi.org/10.1007/s10072-021-05366-0,10-1007_s10072-021-05366-0
neuron,NEURON,eNeuro,NEPHRON,empty,-5.68E+18
neuropharmacology,NEUROPHARMACOLOGY,NEUROPATHOLOGY,PHARMACOLOGY,https://doi.org/10.1016/j.neuropharm.2019.107680,10-1016_j-neuropharm-2019-107680
neuropsychiatr dis treat,NEUROPSYCHIATRIE,Neuropsychological Trends,NEUROMUSCULAR DISORDERS,https://doi.org/10.2147/ndt.s159562,10-2147_ndt-s159562
neuropsychiatric disease and treatment,Neuropsychiatric Disease and Treatment,Neurodegenerative Disease Management,Pain Research and Treatment,https://doi.org/10.2147/ndt.s221540,10-2147_ndt-s221540
neuropsychiatry,NEUROPSYCHIATRIE,NEUROPSYCHOLOGY,JAMA Psychiatry,https://doi.org/10.4172/neuropsychiatry.1000193,10-4172_neuropsychiatry-1000193
neuropsychological rehabilitation,NEUROPSYCHOLOGICAL REHABILITATION,CLINICAL REHABILITATION,Neuropsychological Trends,empty,3.52E+18
neuropsychology,NEUROPSYCHOLOGY,NEUROPSYCHOLOGIA,NEUROPATHOLOGY,https://doi.org/10.1037/neu0000504,10-1037_neu0000504
neuropsychopharmacology  official publication of the american college of neuropsychopharmacology,Clinical Journal of the American Society of Nephrology,JOURNAL OF THE AMERICAN COLLEGE OF CARDIOLOGY,Journal of the American College of Clinical Pharmacy,https://doi.org/10.1038/npp.2017.78,10-1038_npp-2017-78
neurorehabil neural repair,NEUROREHABILITATION AND NEURAL REPAIR,NEUROREHABILITATION,EUROPEAN JOURNAL OF PAIN,https://doi.org/10.1177/1545968316687805,10-1177_1545968316687805
neuroscience,NEUROSCIENCE,Neurosciences,GeroScience,https://doi.org/10.1016/j.neuroscience.2018.05.028,10-1016_j-neuroscience-2018-05-028
neuroscience letters,NEUROSCIENCE LETTERS,Geoscience Letters,NEUROSCIENCE RESEARCH,https://doi.org/10.1016/j.neulet.2017.11.035,10-1016_j-neulet-2017-11-035
neurosurgical review,NEUROSURGICAL REVIEW,Neurosurgical Focus,PHILOSOPHICAL REVIEW,https://doi.org/10.1007/s10143-021-01602-5,10-1007_s10143-021-01602-5
new directions for child and adolescent development,Journal of Child and Adolescent Mental Health,REPRODUCTION FERTILITY AND DEVELOPMENT,Research on Child and Adolescent Psychopathology,https://doi.org/10.1002/cad.20385,10-1002_cad-20385
niepełnosprawność i rehabilitacja nr ,Niepełnosprawność i Rehabilitacja,Niepełnosprawność. Dyskursy pedagogiki specjalnej,Postępy Rehabilitacji,empty,-7.44E+18
niepełnosprawność półrocznik naukowy,Niepełnosprawność i Rehabilitacja,Radca Prawny. Zeszyty Naukowe,CZŁOWIEK NIEPEŁNOSPRAWNOŚĆ SPOŁECZEŃSTWO,https://doi.org/10.4467/25439561.np.18.037.9875,10-4467_25439561-np-18-037-9875
nordic journal of music therapy,Nordic Journal of Music Therapy,British Journal of Music Therapy,JOURNAL OF MUSIC THERAPY,https://doi.org/10.1080/08098131.2020.1781233,10-1080_08098131-2020-1781233
nowa audiofonologia,Nowa Audiofonologia,Nowa Stomatologia,Cardio-Oncology,https://doi.org/10.17431/901414,10-17431_901414
nowa medycyna,NOVA HEDWIGIA,Open Medicine,BMC Medicine,empty,6.58E+18
nowa polityka wschodnia,Nowa Polityka Wschodnia,Acta Politica Polonica,New Political Science,https://doi.org/10.15804/npw20202608,10-15804_npw20202608
nutr j,IUCrJ,STRAD,AUTISM,https://doi.org/10.1186/s12937-018-0401-7,10-1186_s12937-018-0401-7
nutrients,Nutrients,Lubricants,NUTRITION,https://doi.org/10.3390/nu12092498,10-3390_nu12092498
nutrition journal,Nutrition Journal,NEGOTIATION JOURNAL,PRISON JOURNAL,https://doi.org/10.1186/s12937-018-0401-7,10-1186_s12937-018-0401-7
orl,ARQ,Ból,EPL,https://doi.org/10.1159/000500559,10-1159_000500559
obesity surgery,OBESITY SURGERY,Obesity Reviews,BMC Surgery,https://doi.org/10.1007/s11695-020-04440-4,10-1007_s11695-020-04440-4
obesity reviews  an official journal of the international association for the study of obesity,ADSORPTION-JOURNAL OF THE INTERNATIONAL ADSORPTION SOCIETY,Al-Arabiyya-Journal of the American Association of Teachers of Arabic,Reading & Writing-Journal of the Reading Association of South Africa,https://doi.org/10.1111/obr.13078,10-1111_obr-13078
occupational medicine,OCCUPATIONAL MEDICINE-OXFORD,BEHAVIORAL MEDICINE,CLINICAL MEDICINE,https://doi.org/10.1093/occmed/kqz068,10-1093_occmed_kqz068
occupational safety  science and practice,Conservation Science and Practice,Musculoskeletal Science and Practice,Global Health-Science and Practice,https://doi.org/10.5604/01.3001.0012.4722,10-5604_01-3001-0012-4722
ochrona i bezpieczeństwo,Polityka i Społeczeństwo,Media i Społeczeństwo,Państwo i Społeczeństwo,empty,8.63E+18
ogrody nauk i sztuk,Ogrody Nauk i Sztuk,Geodynamics,MODERNA SPRAK,https://doi.org/10.15503/onis2019.56.62,10-15503_onis2019-56-62
olejnik a i wsp karm,Polonia Sacra,Etikk i Praksis,ANIMAL WELFARE,empty,9.20E+18
omega united states,Logica Universalis,Organised Sound,Romani Studies,https://doi.org/10.1177/0030222818754670,10-1177_0030222818754670
oncotarget,Notarzt,ONCOLOGIST,ONCOLOGY,https://doi.org/10.18632/oncotarget.27642,10-18632_oncotarget-27642
open chemistry,Open Chemistry,Cogent Chemistry,GREEN CHEMISTRY,https://doi.org/10.1515/chem-2020-0146,10-1515_chem-2020-0146
optimum economic studies,Optimum. Economic Studies,CESifo Economic Studies,REVIEW OF ECONOMIC STUDIES,https://doi.org/10.15290/oes.2019.03.97.12,10-15290_oes-2019-03-97-12
organizacja i kierowanie,Organizacja i Kierowanie,ORGANIZATION SCIENCE,Organizacija,empty,-6.38E+18
organizacja i zarządzanie zeszyty naukowe politechniki łódzkiej,Organizacja i Zarządzanie : kwartalnik naukowy,Prakseologia i Zarządzanie. Zeszyty Naukowe TNP,Humanistyczne Zeszyty Naukowe Prawa Człowieka,empty,5.58E+18
organization  management scientific quarterly,Computational Management Science,European Sport Management Quarterly,Innovation & Management Review,empty,-3.51E+18
organizational behavior and human decision processes,ORGANIZATIONAL BEHAVIOR AND HUMAN DECISION PROCESSES,Translational Behavioral Medicine,EURO Journal on Decision Processes,https://doi.org/10.1016/j.obhdp.2020.07.002,10-1016_j-obhdp-2020-07-002
organon f,Organon F,Organon,Megaron,https://doi.org/10.31577/orgf.2019.26203,10-31577_orgf-2019-26203
origins of life and evolution of biospheres,ORIGINS OF LIFE AND EVOLUTION OF BIOSPHERES,Social Evolution & History,Journal of Software-Evolution and Process,https://doi.org/10.1007/s11084-021-09612-5,10-1007_s11084-021-09612-5
oxidative medicine and cellular longevity,Oxidative Medicine and Cellular Longevity,Nuclear Medicine and Molecular Imaging,Evolution Medicine and Public Health,https://doi.org/10.1155/2019/2164698,10-1155_2019_2164698
psychologia spoleczna,PSYCHOLOGIA WYCHOWAWCZA,Psychologia Rozwojowa,PEDAGOGIKA SPOŁECZNA,https://doi.org/10.7366/1896180020163809,10-7366_1896180020163809
psychological journal,Archaeological Journal,GEOLOGICAL JOURNAL,PsychNology Journal,https://doi.org/10.31108/1.2018.6.16.6,10-31108_1-2018-6-16-6
pain reports,AJP Reports,Cell Reports,Gene Reports,https://doi.org/10.1097/pr9.0000000000000817,10-1097_pr9-0000000000000817
paladyn journal of behavioral robotics,HISPANIC JOURNAL OF BEHAVIORAL SCIENCES,Balkan Journal of Medical Genetics,Journal of Behavioral Science,https://doi.org/10.1515/pjbr-2019-0026,10-1515_pjbr-2019-0026
palliative and supportive care,Palliative & Supportive Care,PALLIATIVE MEDICINE,PHYSICIAN AND SPORTSMEDICINE,https://doi.org/10.1017/s1478951519000774,10-1017_s1478951519000774
patient education and counseling,PATIENT EDUCATION AND COUNSELING,SPORT EDUCATION AND SOCIETY,Tertiary Education and Management,https://doi.org/10.1016/j.pec.2021.07.007,10-1016_j-pec-2021-07-007
państwo i społeczeństwo,Państwo i Społeczeństwo,Polityka i Społeczeństwo,Media i Społeczeństwo,https://doi.org/10.34697/2451-0858-pis-2020-1-004,10-34697_2451-0858-pis-2020-1-004
pedagogika studia i rozprawy,Pedagogika. Studia i Rozprawy,„Polska 1944/45-1989. Studia i Materiały”,PEDAGOGIKA SPOŁECZNA,https://doi.org/10.16926/p.2020.29.10,10-16926_p-2020-29-10
pediatria polska,Psychiatria Polska,Farmacja Polska,Kardiologia Polska,https://doi.org/10.5114/polp.2019.89866,10-5114_polp-2019-89866
pediatria polska  polish journal of paediatrics,Alergologia Polska - Polish Journal of Allergology,International Journal of Pediatrics,TURKISH JOURNAL OF PEDIATRICS,https://doi.org/10.5114/polp.2018.76246,10-5114_polp-2018-76246
pediatric blood  cancer,PEDIATRIC BLOOD & CANCER,PEDIATRIC RESEARCH,PEDIATRIC DIABETES,https://doi.org/10.1002/pbc.27989,10-1002_pbc-27989
pediatric obesity,Pediatric Obesity,Pediatric Reports,PEDIATRIC DENTISTRY,https://doi.org/10.1111/ijpo.12585,10-1111_ijpo-12585
peerj,PeerJ,POETRY,HEART,https://doi.org/10.7717/peerj.5878,10-7717_peerj-5878
perception,PERCEPTION,i-Perception,Art & Perception,https://doi.org/10.1177/0301006619861882,10-1177_0301006619861882
personality and social psychology bulletin,PERSONALITY AND SOCIAL PSYCHOLOGY BULLETIN,PERSONALITY AND SOCIAL PSYCHOLOGY REVIEW,JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY,https://doi.org/10.1177/01461672211013272,10-1177_01461672211013272
personnel review,PERSONNEL REVIEW,Sensor Review,GERMANIC REVIEW,https://doi.org/10.1108/pr-03-2017-0092,10-1108_pr-03-2017-0092
perspectives on psychological science,Perspectives on Psychological Science,Perspectives on Behavior Science,Evolutionary Psychological Science,https://doi.org/10.1177/1745691618755704,10-1177_1745691618755704
perspectives on psychological science  a journal of the association for psychological science,Pacific Asia Journal of the Association for Information Systems,Psychiatria i Psychologia Kliniczna-JOURNAL OF PSYCHIATRY AND CLINICAL PSYCHOLOGY,AJS Review-The Journal of the Association for Jewish Studies,https://doi.org/10.1177/1745691618755704,10-1177_1745691618755704
perspektywy kultury,Perspektywy Kultury,Konteksty Kultury,Pensamiento y Cultura,https://doi.org/10.35765/pk.2020.2801.11,10-35765_pk-2020-2801-11
pharmaceuticals,Pharmaceuticals,Pharmaceutics,Ars Pharmaceutica,https://doi.org/10.3390/ph14100947,10-3390_ph14100947
pharmacological reports,Pharmacological Reports,PHARMACOLOGICAL REVIEWS,PHARMACOLOGICAL RESEARCH,https://doi.org/10.1016/j.pharep.2019.09.015,10-1016_j-pharep-2019-09-015
philosophical psychology,PHILOSOPHICAL PSYCHOLOGY,BIOLOGICAL PSYCHOLOGY,POLITICAL PSYCHOLOGY,https://doi.org/10.1080/09515089.2019.1647410,10-1080_09515089-2019-1647410
philosophical transactions of the royal society b biological sciences,PHILOSOPHICAL TRANSACTIONS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,PHILOSOPHICAL TRANSACTIONS OF THE ROYAL SOCIETY A-MATHEMATICAL PHYSICAL AND ENGINEERING SCIENCES,https://doi.org/10.1098/rstb.2017.0127,10-1098_rstb-2017-0127
